win_rate,roi_percent,avg_trade_return,trade_count,sharpe_ratio,sortino_ratio,max_drawdown,avg_trade_duration,avg_vol_entry,avg_vol_exit
0.55,-23011909.31,-11505.9547,20,-0.311,-0.239,-210.0,4556.4,1585.85,1705.86
