win_rate,roi_percent,avg_trade_return,trade_count,sharpe_ratio,sortino_ratio,max_drawdown,avg_trade_duration,avg_vol_entry,avg_vol_exit
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
