win_rate,roi_percent,avg_trade_return,trade_count,sharpe_ratio,sortino_ratio,max_drawdown,avg_trade_duration,avg_vol_entry,avg_vol_exit
0.55,-9415.67,-74.1013,20,-0.281,-0.231,-1550.778,4556.4,1585.85,1705.86
