win_rate,roi_percent,avg_trade_return,trade_count,sharpe_ratio,sortino_ratio,max_drawdown,avg_trade_duration,avg_vol_entry,avg_vol_exit,regime_metrics
0.5714,189.13,0.0137,14,0.356,1.604,1450.0,4650.0,1544.2857,1689.2857,dict
