win_rate,roi_percent,avg_trade_return,trade_count,sharpe_ratio,sortino_ratio,max_drawdown,avg_trade_duration,avg_vol_entry,avg_vol_exit
0.0,1166.67,0.02,2,0.302,0.0,250.0,0.0,1200.0,1600.0
